lanzepisode_name,name,date,role,party,message,genre,pub_platform
Markus Lanz vom 5. Juni 2024,Thomas Walde,2024-06-05T00:00:00.000000,ZDF-Korrespondent,,"Wenige Tage vor der Europawahl zeichnet der Leiter des ZDF-Studios in Paris ein Stimmungsbild Frankreichs und erläutert, wie die Franzosen auf den Ukrainekrieg schauen.",Journalismus,ZDF
Markus Lanz vom 5. Juni 2024,Natalie Steger,2024-06-05T00:00:00.000000,ZDF-Korrespondentin,,Die Leiterin des ZDF-Studios in Warschau spricht über den EU-Wahlkampf in Polen sowie über die Strategie und den Einfluss der nationalkonservativen PiS-Partei.,Journalismus,ZDF
Markus Lanz vom 6. Juni 2024,Omid Nouripour,2024-06-06T00:00:00.000000,Grünen-Chef,B90G,"Er nimmt Stellung zum Plan von Kanzler Scholz, Schwerkriminelle nach Afghanistan und Syrien abzuschieben. Zudem äußert er sich zur migrationspolitischen Haltung seiner Partei.",Politik,
Markus Lanz vom 6. Juni 2024,Helene Bubrowski,2024-06-06T00:00:00.000000,Journalistin,,"Die Politik-Expertin von ""Table.Media"" kommentiert die Debatten im Vorfeld der Europawahl. Und sie äußert sich zu menschenrechtlichen Aspekten bei Abschiebungen nach Afghanistan.",Journalismus,Table.Media
Markus Lanz vom 6. Juni 2024,Ulf Röller,2024-06-06T00:00:00.000000,ZDF-Korrespondent,,Der Leiter des Brüsseler ZDF-Studios und Ex-Ostasien-Korrespondent analysiert die migrationspolitische Bedeutung der EU-Wahl und das aktuelle Verhältnis Chinas zu Europa.,Journalismus,ZDF
Markus Lanz vom 11. Juni 2024,Anton Hofreiter,2024-06-11T00:00:00.000000,Grünen-Politiker,B90G,Der Vorsitzende des Europaausschusses im Bundestag nimmt Stellung zum schlechten Abschneiden seiner Partei bei der EU-Wahl. Zudem äußert er sich zur Rolle Deutschlands im Ukrainekrieg.,Politik,
Markus Lanz vom 11. Juni 2024,Eva Quadbeck,2024-06-11T00:00:00.000000,Journalistin,,"Die Chefredakteurin vom ""RedaktionsNetzwerk Deutschland"" analysiert die politischen Reaktionen auf die Europawahl und erklärt, was der Rechtsruck für Europa bedeutet.",Journalismus,RND
Markus Lanz vom 11. Juni 2024,Martin Machowecz,2024-06-11T00:00:00.000000,Journalist,,"Der in Meißen geborene stellvertretende ""Zeit""-Chef erläutert, warum besonders die Menschen im Osten die AfD gewählt und die Grünen abgestraft haben.",Journalismus,Zeit
Markus Lanz vom 11. Juni 2024,Thomas Walde,2024-06-11T00:00:00.000000,ZDF-Korrespondent,,"Der Leiter des ZDF-Studios in Paris spricht über die Situation in Frankreich, wo Präsident Macron nach großen Verlusten bei der Europawahl eine Neuwahl des Parlaments anberaumt hat.",Journalismus,ZDF
Markus Lanz vom 11. Juni 2024,Wolfgang Richter,2024-06-11T00:00:00.000000,Oberst a.D.,,Der Experte für Verteidigungs- und Sicherheitspolitik informiert über den Status quo des Ukrainekrieges und warnt vor einer Zunahme der Eskalationsrisiken.,Militär,
Markus Lanz vom 12. Juni 2024,Manfred Weber,2024-06-12T00:00:00.000000,EVP-Chef,CSU,"Nach dem Sieg der Europäischen Volkspartei bei der Europawahl äußert er sich zu möglichen Koalitionsbündnissen und dem Anspruch seiner Partei, die Kommissionspräsidentin zu stellen.",Politik,
Markus Lanz vom 12. Juni 2024,Ulrike Herrmann,2024-06-12T00:00:00.000000,Journalistin,,"Die ""taz""-Politikexpertin blickt auf die Ursachen des Rechtsrucks in Europa und analysiert die damit verbundenen migrations-, wirtschafts- und sicherheitspolitischen Fragen.",Journalismus,TAZ
Markus Lanz vom 12. Juni 2024,Herfried Münkler,2024-06-12T00:00:00.000000,Politologe,,"""Der eigentliche Sieger dieser Wahl ist Putin"", sagt der Bestsellerautor. Zudem äußert er sich zur Rolle der Angst als ein Faktor für das geänderte Wahlverhalten der Bürger.",Wissenschaft,
Markus Lanz vom 12. Juni 2024,Ulf Röller,2024-06-12T00:00:00.000000,ZDF-Korrespondent,,"Zugeschaltet aus Süditalien, macht der Leiter des ZDF-Studios Brüssel eine Nachlese zur EU-Wahl und gibt einen Ausblick auf den G7-Gipfel, der morgen in Borgo Egnazia startet.",Journalismus,ZDF
Markus Lanz vom 13. Juni 2024,Saskia Esken,2024-06-13T00:00:00.000000,SPD-Co-Vorsitzende,SPD,"Sie nimmt Stellung zu den Ursachen der Schlappe ihrer Partei bei der Europawahl und erläutert, welche Lehren daraus gezogen werden sollen.",Politik,
Markus Lanz vom 13. Juni 2024,Michael Bröcker,2024-06-13T00:00:00.000000,Journalist,,"Der Chefredakteur von ""Table.Media"" kritisiert den Umgang der SPD mit deren Wahlniederlage. ""Es wäre am logischsten, wenn Kanzler Scholz die Vertrauensfrage stellen würde"", meint er.",Journalismus,Table.Media
Markus Lanz vom 13. Juni 2024,Rüdiger von Fritsch,2024-06-13T00:00:00.000000,Ex-Botschafter,,"Der frühere deutsche Botschafter in Moskau analysiert, was der Ausgang der EU-Wahl für den europäischen Umgang mit der Ukraine und Russland bedeutet.",International,
Markus Lanz vom 13. Juni 2024,Simon Schnetzer,2024-06-13T00:00:00.000000,Jugendforscher,,"In den letzten Jahren hat er diverse Jugendstudien durchgeführt. Er schildert, wie sich Ängste und Sorgen junger Menschen im Wahlverhalten niederschlagen.",Wissenschaft,
Markus Lanz vom 13. Juni 2024,Britta Hilpert,2024-06-13T00:00:00.000000,ZDF-Korrespondentin,,"Die Leiterin des ZDF-Studios Wien zieht eine Bilanz der Europawahl in Österreich, wo die rechtspopulistische FPÖ erstmals stärkste Kraft bei einer landesweiten Wahl geworden ist.",Journalismus,ZDF
Markus Lanz vom 18. Juni 2024,Hans Uszkoreit,2024-06-18T00:00:00.000000,Informatiker,,"Er gilt als Vorreiter in der Forschung zu Künstlicher Intelligenz (KI) und erläutert anhand von Beispielen, was diese Technologie bereits heute leisten kann und welche Potenziale sie birgt.",Sonstiges,
Markus Lanz vom 18. Juni 2024,Sascha Lobo,2024-06-18T00:00:00.000000,Blogger,,Der Digital-Experte äußert sich zur zunehmenden Bedeutung der KI für das Bildungssystem und beleuchtet hierbei zudem die damit verbundenen ethischen Herausforderungen.,Sonstiges,
Markus Lanz vom 18. Juni 2024,Silke Müller,2024-06-18T00:00:00.000000,Schulleiterin,,"Die Digitalbotschafterin Niedersachsens spricht über die Gefahren für Kinder und Jugendliche durch Soziale Medien und erklärt, wie sie KI bereits im Schulalltag nutzt.",Bildung,
Markus Lanz vom 18. Juni 2024,Florian Fabricius,2024-06-18T00:00:00.000000,Schüler,,"Der Zwölftklässler und Ex-Generalsekretär der Bundesschülerkonferenz beklagt: ""Das Schulsystem nimmt KI nicht ernst und ältere Lehrer reden darüber, als ob das fliegende Autos wären.""",Bildung,
Markus Lanz vom 19. Juni 2024,Markus Söder,2024-06-19T00:00:00.000000,CSU-Vorsitzender,CSU,"Der Ministerpräsident von Bayern äußert sich zu den Herausforderungen der Inneren Sicherheit. Und er erzählt, wie er als Fußballfan die EM verfolgt und auf die deutsche Mannschaft blickt.",Politik,
Markus Lanz vom 19. Juni 2024,Marcel Reif,2024-06-19T00:00:00.000000,Sportjournalist,,Er kommentiert die Leistung der deutschen Nationalelf und die Strategie ihres Trainers Julian Nagelsmann in der EM-Partie gegen Ungarn.,Journalismus,
Markus Lanz vom 19. Juni 2024,Lena Cassel,2024-06-19T00:00:00.000000,Fußballexpertin,,"Die Sportjournalistin und Moderatorin analysiert die Spiele der EM-Gruppen A und B des heutigen Spieltages. Zudem geht sie der Frage nach, wie politisch Fußball sein darf.",Sonstiges,
Markus Lanz vom 19. Juni 2024,Dietmar Hamann,2024-06-19T00:00:00.000000,Ex-Nationalspieler,,Er spricht über die Perspektiven des deutschen Kaders im weiteren Turnierverlauf. Ferner äußert er sich zur gesellschaftlichen Bedeutung des Fußballsports.,Sonstiges,
Markus Lanz vom 20. Juni 2024,Herbert Reul,2024-06-20T00:00:00.000000,CDU-Politiker,CDU,"20 EM-Partien werden im Bundesland des NRW-Innenministers ausgetragen. Er spricht über die Arbeit der Sicherheitsbehörden und erzählt, wie er als Fan auf das Turnier blickt.",Politik,
Markus Lanz vom 20. Juni 2024,Thomas Hitzlsperger,2024-06-20T00:00:00.000000,Ex-Nationalspieler,,"Er analysiert die heutigen Vorrundenspiele der Gruppen B und C. Zudem schildert der 42-Jährige, wie man als Spieler internationale Fußballmeisterschaften erlebt.",Sonstiges,
Markus Lanz vom 20. Juni 2024,Katja Kraus,2024-06-20T00:00:00.000000,Ex-Nationalspielerin,,"Die ehemalige Torhüterin des deutschen Frauenkaders beleuchtet die Frage, inwieweit Profifußballer und Vereine Haltungen zu politischen und gesellschaftlichen Fragen entwickeln müssen.",Sonstiges,
Markus Lanz vom 20. Juni 2024,Philipp Köster,2024-06-20T00:00:00.000000,Sportjournalist,,"Nach den Siegen Deutschlands gegen Schottland und Ungarn äußert sich der Chefredakteur des Magazins ""11Freunde"" zu den Erfolgschancen der deutschen Elf im weiteren Verlauf der EM.",Journalismus,
Markus Lanz vom 26. Juni 2024,M.-A. Strack-Zimmermann,2024-06-26T00:00:00.000000,Politikerin,FDP,"Die FDP-Europaabgeordnete spricht über die zurückliegenden Europawahl, politische Kommunikation im Wahlkampf und ihr Verhältnis zu Olaf Scholz.",Politik,
Markus Lanz vom 26. Juni 2024,Fredi Bobic,2024-06-26T00:00:00.000000,ehem. Fußballer,,"Der Europameister von 1996 zieht zum Ende der Gruppenphase eine Zwischenbilanz der EURO 2024 und sagt, was er der deutschen Mannschaft in der K.-o.-Runde zutraut.",Sonstiges,
Markus Lanz vom 26. Juni 2024,Kerstin Münstermann,2024-06-26T00:00:00.000000,Journalistin,,"Die Leiterin des Parlamentsbüros der ""Rheinischen Post"" äußert sich über die Wahlkämpferin Strack-Zimmermann und erläutert deren polarisierenden Kommunikationsstil.",Journalismus,Rheinische Post
Markus Lanz vom 26. Juni 2024,Lucas Vogelsang,2024-06-26T00:00:00.000000,Autor,,"Der Sportjournalist spricht über die Fußballeuropameisterschaft und die politische Dimension des Sports. Er stellt fest: ""Die EM ist ein buntes Fest der Völker.""",Literatur,
Markus Lanz vom 27. Juni 2024,Sahra Wagenknecht,2024-06-27T00:00:00.000000,Politikerin,BSW,"Die Co-Vorsitzende des ""BSW"" spricht über den Wahlerfolg bei der Europawahl und ihre Vorstellung des Umgangs mit Wladimir Putin und dem Krieg in der Ukraine.",Politik,
Markus Lanz vom 27. Juni 2024,Raj Kollmorgen,2024-06-27T00:00:00.000000,Soziologe,,Der Sozialwissenschaftler forscht und lehrt an der Hochschule Zittau/Görlitz. Er erklärt die Hintergründe der politischen Prämissen ostdeutscher Wähler.,Soziales,
Markus Lanz vom 27. Juni 2024,Kristina Dunz,2024-06-27T00:00:00.000000,Journalistin,,"Die stellvertretende Leiterin der Hauptstadtredaktion des ""RND"" liefert eine Einordnung des ""BSW"" in die deutsche Parteienlandschaft und den aktuellen Stand der Haushaltsdebatte.",Journalismus,RND
Markus Lanz vom 27. Juni 2024,Jacob Ross,2024-06-27T00:00:00.000000,Politologe,,"Bei seiner Arbeit für die ""DGAP"" liegt der Fokus auf Frankreich. Er spricht über die dortige Parlamentswahl und die Erfolgsaussichten des ""Rassemblement National"".",Wissenschaft,
Markus Lanz vom 25. Juni 2024,Serap Güler,2024-06-25T00:00:00.000000,Politikerin,CDU,"Die CDU-Bundestagsabgeordnete spricht über die EM 2024, die einende Kraft des Fußballs und den besonderen Stellenwert des Fußballs in der Türkei unter Präsident Erdogan.",Politik,
Markus Lanz vom 25. Juni 2024,Ewald Lienen,2024-06-25T00:00:00.000000,ehem. Fußballtrainer,,"Der Fußballexperte ordnet die Leistung der deutschen Nationalelf in der Vorrunde ein und sagt, weshalb er die Erfolgsaussichten der Mannschaft kritisch bewertet.",Sonstiges,
Markus Lanz vom 25. Juni 2024,Anna Kraft,2024-06-25T00:00:00.000000,Sportmoderatorin,,Die Moderatorin äußert sich zu den Erfolgsaussichten der deutschen Nationalmannschaft und spricht über ihren offensiven Umgang mit ihrer Multiple Sklerose-Erkrankung.,Sonstiges,
Markus Lanz vom 25. Juni 2024,Hajo Schumacher,2024-06-25T00:00:00.000000,Journalist,,Der Chefkolumnist der FUNKE Mediengruppe spricht über die gesellschaftspolitische Bedeutung des Fußballs und die Vereinnahmungsversuche des Sports durch die Politik.,Journalismus,FUNKE Mediengruppe
Markus Lanz vom 2. Juli 2024,Kevin Kühnert,2024-07-02T00:00:00.000000,SPD-Generalsekretär,SPD,Er nimmt Stellung zur Krise seiner Partei und der Sozialdemokratie. Zudem spricht er über die identitätsstiftenden Effekte des Fußballsports.,Politik,
Markus Lanz vom 2. Juli 2024,Robin Alexander,2024-07-02T00:00:00.000000,Journalist,,"Der stellvertretende ""Welt""-Chefredakteur analysiert den Zustand der Ampelkoalition und der SPD. Auch zur Stimmungslage in Deutschland während der Euro 2024 äußert er sich.",Journalismus,Welt
Markus Lanz vom 2. Juli 2024,Simon Rolfes,2024-07-02T00:00:00.000000,Ex-Nationalspieler,,"Der Sportchef von Bayer 04 Leverkusen schildert, wie man als Spieler ein Turnier durchlebt. Und er erläutert, durch welche Maßnahmen der Teamgeist trainiert und gefördert werden kann.",Sonstiges,
Markus Lanz vom 2. Juli 2024,Friederike Kromp,2024-07-02T00:00:00.000000,ZDF-Fußball-Expertin,,"Die Cheftrainerin der U20-Frauenmannschaft von Eintracht Frankfurt analysiert die heutigen EM-Achtelfinals und äußert sich zudem zur spanischen Elf, auf die Deutschland am Freitag trifft.",Sonstiges,
Markus Lanz vom 3. Juli 2024,Bodo Ramelow,2024-07-03T00:00:00.000000,Linken-Politiker,LINKE,"Mit Blick auf die Landtagswahl am 1. September äußert sich der Ministerpräsident von Thüringen zur Migrations-, Sicherheits- und Strukturpolitik sowie zum Umgang mit der AfD und dem BSW.",Politik,
Markus Lanz vom 3. Juli 2024,Jan Hollitzer,2024-07-03T00:00:00.000000,Journalist,,"Der Chefredakteur der ""Thüringer Allgemeinen"" zeichnet ein Stimmungsbild über die gesellschaftliche Situation in Thüringen und erörtert zudem mögliche Koalitionsszenarien.",Journalismus,
Markus Lanz vom 3. Juli 2024,Eva Umlauf,2024-07-03T00:00:00.000000,Shoah-Überlebende,,"Die 81-Jährige gehört zu den wenigen Kindern, die das KZ Auschwitz überlebt haben. Sie erzählt ihre schicksalhafte Familiengeschichte und äußert sich auch zum gegenwärtigen Antisemitismus.",Geschichte,
Markus Lanz vom 3. Juli 2024,Elmar Theveßen,2024-07-03T00:00:00.000000,ZDF-Korrespondent,,Der Leiter des ZDF-Studios Washington informiert über die Debatte um Joe Bidens US-Präsidentschaftskandidatur und über die Reaktionen auf das Urteil zur Trump-Immunität.,Journalismus,ZDF
Markus Lanz vom 4. Juli 2024,Deborah Feldman,2024-07-04T00:00:00.000000,Schriftstellerin,,"In ihren Bestsellern setzt sich die 37-Jährige mit der jüdischen Identität auseinander. ""Seit dem Überfall der Hamas am 7.10. gibt es eine enorme Spaltung in der jüdischen Welt"", sagt sie.",Literatur,
Markus Lanz vom 4. Juli 2024,Adriana Altaras,2024-07-04T00:00:00.000000,Schauspielerin,,"Die Tochter ehemaliger jüdischer Partisanen aus dem heutigen Kroatien sorgt sich, dass jüdisches Leben zunehmend unsichtbar wird. Zudem berichtet sie von persönlichen Anfeindungen.",Sonstiges,
Markus Lanz vom 4. Juli 2024,Michael Fürst,2024-07-04T00:00:00.000000,Jurist,,"Seit 44 Jahren ist er Präsident des Landesverbandes der Jüdischen Gemeinden in Niedersachsen. Er schildert, wie er sich gegen Judenfeindlichkeit und für interreligiöse Verständigung einsetzt.",Recht,
Markus Lanz vom 9. Juli 2024,Ralf Stegner,2024-07-09T00:00:00.000000,SPD-Politiker,SPD,"Er nimmt Stellung zum Haushaltskompromiss, der Krise der Sozialdemokratie und der Wahl in Frankreich. Zudem äußert er sich als Fußballfan und früherer Schiedsrichter zur EURO 2024.",Politik,
Markus Lanz vom 9. Juli 2024,Julia Löhr,2024-07-09T00:00:00.000000,Journalistin,,"Die Wirtschafts- und Politik-Expertin der ""FAZ"" hinterfragt die Wachstumsinitiative der Ampel, mit der der Wirtschaftsstandort Deutschland gestärkt werden soll.",Journalismus,FAZ
Markus Lanz vom 9. Juli 2024,Reinhold Beckmann,2024-07-09T00:00:00.000000,Journalist,,"Der frühere ""Sportschau""-Moderator analysiert das Halbfinale zwischen Spanien und Frankreich. Zudem zieht er ein EM-Fazit aus deutscher Sicht und äußert sich zum Wandel des Fußballsports.",Journalismus,
Markus Lanz vom 9. Juli 2024,Knut Kircher,2024-07-09T00:00:00.000000,Ex-FIFA-Schiedsrichter,,Seit wenigen Tagen ist er Schiedsrichter-Chef des DFB. Er äußert sich zum umstrittenen spanischen Handspiel und zur zunehmenden Bedeutung technischer Assistenzsysteme.,Recht,
Markus Lanz vom 10. Juli 2024,Christian Dürr,2024-07-10T00:00:00.000000,FDP-Fraktionschef,FDP,"Er nimmt Stellung zum Haushaltsentwurf sowie zu den asyl-, sicherheits- und migrationspolitischen Konzepten der Ampelkoalition.",Politik,
Markus Lanz vom 10. Juli 2024,Thomas Walde,2024-07-10T00:00:00.000000,ZDF-Korrespondent,,Nach der Parlamentswahl und dem EM-Aus der französischen Elf informiert der Leiter des ZDF-Studios Paris über die politische Situation und Atmosphäre in Frankreich.,Journalismus,ZDF
Markus Lanz vom 10. Juli 2024,Eva Quadbeck,2024-07-10T00:00:00.000000,Journalistin,,"Die Chefredakteurin vom ""Redaktionsnetzwerk Deutschland"" äußert sich zu den deutsch-französischen Beziehungen und zum schwindenden Sicherheitsgefühl bei vielen deutschen Bürgern.",Journalismus,RND
Markus Lanz vom 10. Juli 2024,Lars Bökenkröger,2024-07-10T00:00:00.000000,CDU-Politiker,CDU,Gut zwei Wochen nach dem tödlichen Angriff eines syrischen Tatverdächtigen auf einen 20-Jährigen äußert sich der Bürgermeister Bad Oeynhausens zur Stimmung und Sicherheit in seiner Stadt.,Politik,
Markus Lanz vom 11. Juli 2024,Michael Roth,2024-07-11T00:00:00.000000,SPD-Politiker,SPD,Mit Blick auf das NATO-Jubiläum spricht der Außenpolitiker über die neuen geostrategischen Herausforderungen des Verteidigungsbündnisses und über die Rolle Deutschlands in der Welt.,Politik,
Markus Lanz vom 11. Juli 2024,Marie-Janine Calic,2024-07-11T00:00:00.000000,Historikerin,,"Die Münchner Professorin forscht zu den Themen Konfliktbearbeitung und internationale Friedenssicherung. Sie geht der Frage nach, was Diplomatie in einem Krieg leisten kann.",Geschichte,
Markus Lanz vom 11. Juli 2024,Rüdiger von Fritsch,2024-07-11T00:00:00.000000,Ex-Botschafter,,Der frühere deutsche Botschafter in Moskau gewährt einen Einblick in die Welt der diplomatischen Arbeit. Zudem erzählt er die außergewöhnliche Fluchtgeschichte seiner Familie.,International,
Markus Lanz vom 11. Juli 2024,Rolf Nikel,2024-07-11T00:00:00.000000,Ex-Diplomat,,Der ehemalige deutsche Botschafter in Polen blickt zurück auf das Friedensabkommen des Balkankrieges. Außerdem äußert er sich zur Ukraine.,International,
Markus Lanz vom 16. Juli 2024,Elmar Theveßen,2024-07-16T00:00:00.000000,ZDF-Korrespondent,,"Zugeschaltet aus Milwaukee informiert der USA-Experte über die Entwicklungen auf dem Parteitag der Republikaner, auf dem Donald Trump offiziell zum Präsidentschaftskandidaten gekürt wurde.",Journalismus,ZDF
Markus Lanz vom 16. Juli 2024,Hubertus Heil,2024-07-16T00:00:00.000000,SPD-Politiker,SPD,"Der Bundesminister für Arbeit und Soziales nimmt Stellung zur Sozialpolitik, den geplanten Änderungen beim Bürgergeld und zu Maßnahmen gegen den Fachkräftemangel.",Politik,
Markus Lanz vom 16. Juli 2024,Michael Bröcker,2024-07-16T00:00:00.000000,Journalist,,"Der Chefredakteur von ""Table.Media"" äußert sich zu den Perspektiven der deutsch-amerikanischen Beziehungen. Zudem analysiert er den Haushaltsentwurf 2025 der Ampel.",Journalismus,Table.Media
Markus Lanz vom 16. Juli 2024,Melis Sekmen,2024-07-16T00:00:00.000000,Bundestagsabgeordnete,CDU,"Mit ihrem Wechsel von der Fraktion der Grünen zur Union sorgte die Mannheimerin jüngst für Aufsehen. Sie erklärt, warum sie diesen Schritt ging.",Politik,
Markus Lanz vom 17. Juli 2024,Elmar Theveßen,2024-07-17T00:00:00.000000,ZDF-Korrespondent,,Der USA-Experte informiert über Hintergründe zur Nominierung von J. D. Vance zum Vize von Präsidentschaftskandidat Trump sowie über Bidens Pläne einer Reform des Supreme Courts.,Journalismus,ZDF
Markus Lanz vom 17. Juli 2024,Carsten Linnemann,2024-07-17T00:00:00.000000,CDU-Generalsekretär,CDU,Er äußert sich zu den wirtschaftspolitischen Folgen einer Wiederwahl Trumps. Zudem nimmt er Stellung zu möglichen Koalitionsszenarien nach den Wahlen in Ostdeutschland im September.,Politik,
Markus Lanz vom 17. Juli 2024,Anna Lehmann,2024-07-17T00:00:00.000000,Journalistin,,"""Eine zweite Amtszeit Trumps hätte tiefgreifende Folgen"", sagt die ""taz""-Redakteurin mit Blick auf die globale Sicherheitsarchitektur. Und sie analysiert die Oppositionsarbeit der CDU.",Journalismus,TAZ
Markus Lanz vom 17. Juli 2024,Julian Olk,2024-07-17T00:00:00.000000,Wirtschaftsjournalist,,"Der ""Handelsblatt""-Redakteur äußert sich zu den strukturpolitischen Herausforderungen Deutschlands. ""Der demografische Wandel birgt das größte Wachstumsrisiko"", sagt er.",Journalismus,Handelsblatt
Markus Lanz vom 18. Juli 2024,Elmar Theveßen,2024-07-18T00:00:00.000000,ZDF-Korrespondent,,"Der Leiter des ZDF-Studios Washington analysiert die Parteitagsrede von J. D. Vance, dem Vize Donald Trumps. Zudem informiert er über die Stimmung im Lager Joe Bidens.",Journalismus,ZDF
Markus Lanz vom 18. Juli 2024,Linda Teuteberg,2024-07-18T00:00:00.000000,FDP-Politikerin,FDP,Die Brandenburger Ex-FDP-Generalsekretärin spricht über die soziologische und wirtschaftliche Entwicklung im Osten und über die Rolle ostdeutscher Politiker in Gesamtdeutschland.,Politik,
Markus Lanz vom 18. Juli 2024,Robin Alexander,2024-07-18T00:00:00.000000,Journalist,,"Der stellvertretende ""WELT""-Chefredakteur äußert sich zur Ausgangslage vor den ostdeutschen Landtagswahlen im September und zum Zustand der FDP.",Journalismus,Welt
Markus Lanz vom 18. Juli 2024,Werner Henning,2024-07-18T00:00:00.000000,Landrat a.D.,CDU,"Im Juni beendete der CDU-Kommunalpolitiker seine 35-jährige Laufbahn als Landrat in Thüringen. Er reflektiert die ostdeutsche Perspektive auf das Grundgesetz, das jüngst 75 wurde.",Politik,
Markus Lanz vom 18. Juli 2024,Steffen Mau,2024-07-18T00:00:00.000000,Soziologe,,"Er hat ein Buch über die neue Bundesrepublik auf dem Boden der 1990 erloschenen DDR geschrieben. Der in Rostock geborene Autor erklärt, warum er meint, ""dass der Osten anders bleibt.""",Soziales,
Markus Lanz vom 23. Juli 2024,Joachim Gauck,2024-07-23T00:00:00.000000,Bundespräsident a. D.,Parteilos,Mit Blick auf Nahost und Amerika spricht er über Verständigungs- und Sicherheitspolitik sowie über die Herausforderungen für liberale Demokratien und gesellschaftlichen Frieden.,Politik,
Markus Lanz vom 24. Juli 2024,Juli Zeh,2024-07-24T00:00:00.000000,Schriftstellerin,,Die ehrenamtliche Verfassungsrichterin des Landes Brandenburg und Bestsellerautorin reflektiert das gesellschaftliche Klima und den Wandel der Debattenkultur.,Literatur,
Markus Lanz vom 24. Juli 2024,Kai Ambos,2024-07-24T00:00:00.000000,Rechtswissenschaftler,,Mit Blick auf das 75. Jubiläum des Grundgesetzes äußert sich der Professor der Universität Göttingen zur überragenden Bedeutung und den Grenzen der Meinungsfreiheit.,Wissenschaft,
Markus Lanz vom 24. Juli 2024,Nora Markard,2024-07-24T00:00:00.000000,Juristin,,"Die Professorin der Universität Münster analysiert, wie zukunftsfähig das Grundgesetz ist und welche Mittel es bereithält, um sich vor Verfassungsfeinden zu schützen.",Recht,
Markus Lanz vom 25. Juli 2024,Gerhart Baum,2024-07-25T00:00:00.000000,Bundesinnenminister a. D.,FDP,Anlässlich des 75. Jubiläums des Grundgesetzes schaut der 91-jährige FDP-Politiker zurück auf die Entstehung der deutschen Verfassung und ihre großen Bewährungsproben.,Politik,
Markus Lanz vom 25. Juli 2024,Heribert Prantl,2024-07-25T00:00:00.000000,Journalist,,"Der frühere Staatsanwalt und Richter spricht über die besondere Bedeutung der Grundrechte, die Wehrhaftigkeit der Demokratie und den Umgang mit Verfassungsfeinden.",Journalismus,NDR
Markus Lanz vom 25. Juli 2024,Frauke Brosius-Gersdorf,2024-07-25T00:00:00.000000,Juristin,,"Die Verfassungsrechtlerin und Professorin der Universität Potsdam erläutert, wie sich das Grundgesetz gewandelt hat und nimmt zudem zukünftige Herausforderungen in den Blick.",Recht,
Markus Lanz vom 27. August 2024,Jens Spahn,2024-08-27T00:00:00.000000,Unionsfraktionsvize,CDU,Mit Blick auf die Messerattacke von Solingen spricht er über die CDU-Pläne für eine restriktivere Asyl- und Migrationspolitik sowie über die Haltung seiner Partei zur AfD und dem BSW.,Politik,
Markus Lanz vom 27. August 2024,Ahmad Mansour,2024-08-27T00:00:00.000000,Extremismusforscher,,"""Deutschland hat den Islamismus unterschätzt"", sagt er und legt dar, wie auch Menschen, die zunächst mit guten Absichten kommen, in radikale Parallelgesellschaften geraten können.",Wissenschaft,
Markus Lanz vom 27. August 2024,Daniel Thym,2024-08-27T00:00:00.000000,Rechtswissenschaftler,,Der Professor und Völkerrechtler der Universität Konstanz ordnet die neuesten politischen Forderungen nach Änderungen im Asyl- und Migrationsrecht rechtlich ein. ,Wissenschaft,
Markus Lanz vom 27. August 2024,Anne Hähnig,2024-08-27T00:00:00.000000,Journalistin,,"Die ""Zeit""-Redakteurin blickt auf mögliche Koalitionsszenarien nach den Wahlen in Sachsen und Thüringen. Zudem analysiert sie die Oppositionsarbeit und den Wahlkampf der CDU.   ",Journalismus,Zeit
Markus Lanz vom 28. August 2024,Kevin Kühnert,2024-08-28T00:00:00.000000,SPD-Generalsekretär,SPD,Er nimmt Stellung zu den Asyl-Vorschlägen von CDU-Chef Merz und äußert sich zu Lehren aus der Messerattacke von Solingen sowie zum Zustand seiner Partei.,Politik,
Markus Lanz vom 28. August 2024,Kristina Dunz,2024-08-28T00:00:00.000000,Journalistin,,"Die Politik-Expertin vom ""RedaktionsNetzwerk Deutschland"" analysiert den politischen Umgang mit den Morden von Solingen. Zudem schaut sie auf die Wahlen in Thüringen und Sachsen.",Journalismus,RND
Markus Lanz vom 28. August 2024,Eren Güvercin,2024-08-28T00:00:00.000000,Islam-Experte,,Der Autor ist Mitglied der Deutschen Islamkonferenz. Er kritisiert die verhaltenen Reaktionen der Islam-Verbände auf den Terroranschlag von Solingen.,International,
Markus Lanz vom 28. August 2024,Richard David Precht,2024-08-28T00:00:00.000000,Philosoph,,"Er blickt auf den Wandel der Weltordnung und erläutert sein Plädoyer für mehr Menschlichkeit, Toleranz und Kooperation in einer zunehmend multipolaren Welt.",Wissenschaft,
Markus Lanz vom 29. August 2024,Hasnain Kazim,2024-08-29T00:00:00.000000,Autor,,Mit dem Rad fuhr der Bestsellerautor über 3000 Kilometer durch alle Bundesländer. Er zeichnet ein Stimmungsbild Ostdeutschlands vor den drei anstehenden Landtagswahlen.,Literatur,
Markus Lanz vom 29. August 2024,Marc Felix Serrao,2024-08-29T00:00:00.000000,Journalist,,"Der Leiter des Berliner ""NZZ""-Büros analysiert den AfD-Höhenflug. Er meint: ""Die Ausgrenzung hat diese Partei groß gemacht. Wer sie wieder klein kriegen will, muss sie mitregieren lassen.""",Journalismus,
